SSTP_GeneID	XLOC_GeneID	XLOC_TranscriptID	Chromosome
SSTP_0001259000	XLOC_001959	TCONS_00002058.p1	Ss_chr1
SSTP_0001259100	XLOC_000312	TCONS_00000300.p1	Ss_chr1
SSTP_0001259300	XLOC_000314	TCONS_00000301.p1	Ss_chr1
SSTP_0001259400	XLOC_001960	TCONS_00002059.p1	Ss_chr1
SSTP_0001259500	XLOC_000315	TCONS_00000302.p1	Ss_chr1
SSTP_0001259600	XLOC_001961	TCONS_00004475.p1	Ss_chr1
SSTP_0001259700	XLOC_000316	TCONS_00000303.p1	Ss_chr1
SSTP_0001259700	XLOC_000316	TCONS_00003778.p1	Ss_chr1
SSTP_0001259800	XLOC_001962	TCONS_00002060.p1	Ss_chr1
SSTP_0001259900	XLOC_000317	TCONS_00003779.p1	Ss_chr1
SSTP_0001260000	XLOC_001963	TCONS_00002061.p1	Ss_chr1
SSTP_0001260100	XLOC_001964	TCONS_00002062.p1	Ss_chr1
SSTP_0001260200	XLOC_000318	TCONS_00000304.p1	Ss_chr1
SSTP_0001260200	XLOC_000318	TCONS_00003780.p1	Ss_chr1
SSTP_0001260300	XLOC_000319	TCONS_00000305.p1	Ss_chr1
SSTP_0001020100	XLOC_000320	TCONS_00000306.p1	Ss_chr1
SSTP_0001020100	XLOC_000320	TCONS_00003781.p1	Ss_chr1
SSTP_0001260500	XLOC_000321	TCONS_00000307.p1	Ss_chr1
SSTP_0001260600	XLOC_001965	TCONS_00002063.p1	Ss_chr1
SSTP_0001260600	XLOC_001965	TCONS_00004476.p1	Ss_chr1
SSTP_0001260700	XLOC_000322	TCONS_00000308.p1	Ss_chr1
SSTP_0001260800	XLOC_000323	TCONS_00000309.p1	Ss_chr1
SSTP_0001260900	XLOC_001966	TCONS_00002064.p1	Ss_chr1
SSTP_0001261000	nbisL1-mrna-20	mrna-20	Ss_chr1
SSTP_0001261100	XLOC_000325	TCONS_00000311.p1	Ss_chr1
SSTP_0001261100	XLOC_000325	TCONS_00003782.p1	Ss_chr1
SSTP_0001261200	XLOC_000325	TCONS_00000311.p1	Ss_chr1
SSTP_0001261200	XLOC_000325	TCONS_00003782.p1	Ss_chr1
SSTP_0001261300	XLOC_000325	TCONS_00000312.p1	Ss_chr1
SSTP_0001261300	XLOC_000325	TCONS_00003782.p1	Ss_chr1
SSTP_0001261400	XLOC_000325	TCONS_00000313.p1	Ss_chr1
SSTP_0001261400	XLOC_000325	TCONS_00003782.p1	Ss_chr1
SSTP_0001261500	XLOC_001968	TCONS_00002065.p1	Ss_chr1
SSTP_0001261500	XLOC_001968	TCONS_00004478.p1	Ss_chr1
SSTP_0001261600	XLOC_001968	TCONS_00002066.p1	Ss_chr1
SSTP_0001261600	XLOC_001968	TCONS_00004478.p1	Ss_chr1
SSTP_0001261700	XLOC_000326	TCONS_00000314.p1	Ss_chr1
SSTP_0001261800	XLOC_001969	TCONS_00002067.p1	Ss_chr1
SSTP_0001261900	XLOC_001970	TCONS_00002068.p1	Ss_chr1
SSTP_0001262000	XLOC_000327	TCONS_00000315.p1	Ss_chr1
SSTP_0001262100	XLOC_000328	TCONS_00000316.p1	Ss_chr1
SSTP_0001262100	XLOC_000328	TCONS_00003783.p1	Ss_chr1
SSTP_0001262200	XLOC_001971	TCONS_00002069.p1	Ss_chr1
SSTP_0001262200	XLOC_001971	TCONS_00004479.p1	Ss_chr1
SSTP_0001262300	XLOC_001972	TCONS_00002070.p1	Ss_chr1
SSTP_0001262400	XLOC_001973	TCONS_00002071.p1	Ss_chr1
SSTP_0001262500	XLOC_000329	TCONS_00000317.p1	Ss_chr1
SSTP_0001262500	XLOC_000329	TCONS_00003784.p1	Ss_chr1
SSTP_0001262600	XLOC_001974	TCONS_00002072.p1	Ss_chr1
SSTP_0001262600	XLOC_001974	TCONS_00004480.p1	Ss_chr1
SSTP_0001262700	XLOC_001974	TCONS_00002072.p1	Ss_chr1
SSTP_0001262700	XLOC_001974	TCONS_00004481.p1	Ss_chr1
SSTP_0001262800	XLOC_001975	TCONS_00002073.p1	Ss_chr1
SSTP_0001262800	XLOC_001975	TCONS_00004482.p1	Ss_chr1
SSTP_0001262900	XLOC_001975	TCONS_00002074.p1	Ss_chr1
SSTP_0001262900	XLOC_001975	TCONS_00004482.p1	Ss_chr1
SSTP_0001263000	XLOC_001976	TCONS_00002075.p1	Ss_chr1
SSTP_0001263100	XLOC_000330	TCONS_00000318.p1	Ss_chr1
SSTP_0001263200	XLOC_001977	TCONS_00002076.p1	Ss_chr1
SSTP_0001263300	XLOC_000331	TCONS_00000319.p1	Ss_chr1
SSTP_0001263400	XLOC_000332	TCONS_00000320.p1	Ss_chr1
SSTP_0001263500	XLOC_001978	TCONS_00002077.p1	Ss_chr1
SSTP_0001263600	XLOC_001979	TCONS_00002078.p1	Ss_chr1
SSTP_0001263700	XLOC_000333	TCONS_00000321.p1	Ss_chr1
SSTP_0001263800	XLOC_001980	TCONS_00002079.p1	Ss_chr1
SSTP_0001263900	XLOC_001981	TCONS_00002080.p1	Ss_chr1
SSTP_0001264000	XLOC_001982	TCONS_00002081.p1	Ss_chr1
SSTP_0001264000	XLOC_001982	TCONS_00004483.p1	Ss_chr1
SSTP_0001264100	XLOC_000334	TCONS_00000322.p1	Ss_chr1
SSTP_0001264200	XLOC_001983	TCONS_00002082.p1	Ss_chr1
SSTP_0001264300	XLOC_000335	TCONS_00000323.p1	Ss_chr1
SSTP_0001264400	XLOC_000336	TCONS_00000324.p1	Ss_chr1
SSTP_0001264500	XLOC_000337	TCONS_00000325.p1	Ss_chr1
SSTP_0001264600	XLOC_001984	TCONS_00002083.p1	Ss_chr1
SSTP_0001264700	XLOC_001985	TCONS_00002084.p1	Ss_chr1
SSTP_0001264800	XLOC_001986	TCONS_00002085.p1	Ss_chr1
SSTP_0001264900	XLOC_001987	TCONS_00002086.p1	Ss_chr1
SSTP_0001265000	XLOC_001988	TCONS_00002087.p1	Ss_chr1
SSTP_0001265100	XLOC_000338	TCONS_00000326.p1	Ss_chr1
SSTP_0001265200	XLOC_000339	TCONS_00000327.p1	Ss_chr1
SSTP_0001265300	XLOC_000340	TCONS_00000328.p1	Ss_chr1
SSTP_0001265300	XLOC_000340	TCONS_00003786.p1	Ss_chr1
SSTP_0001265400	XLOC_001989	TCONS_00002088.p1	Ss_chr1
SSTP_0001265500	XLOC_000340	TCONS_00000329.p1	Ss_chr1
SSTP_0001265500	XLOC_000340	TCONS_00003786.p1	Ss_chr1
SSTP_0001265700	XLOC_000341	TCONS_00000330.p1	Ss_chr1
SSTP_0001265800	XLOC_001991	TCONS_00002090.p1	Ss_chr1
SSTP_0001265900	XLOC_000342	TCONS_00000331.p1	Ss_chr1
SSTP_0001265900	XLOC_000342	TCONS_00003787.p1	Ss_chr1
SSTP_0001266000	XLOC_001992	TCONS_00002091.p1	Ss_chr1
SSTP_0001266000	XLOC_001992	TCONS_00004485.p1	Ss_chr1
SSTP_0001266100	XLOC_001993	TCONS_00002092.p1	Ss_chr1
SSTP_0001266100	XLOC_001993	TCONS_00004486.p1	Ss_chr1
SSTP_0001266200	XLOC_000343	TCONS_00000332.p1	Ss_chr1
SSTP_0001266300	XLOC_000344	TCONS_00000333.p1	Ss_chr1
SSTP_0001266300	XLOC_000344	TCONS_00003788.p1	Ss_chr1
SSTP_0001266400	XLOC_000344	TCONS_00000333.p1	Ss_chr1
SSTP_0001266400	XLOC_000344	TCONS_00003788.p1	Ss_chr1
SSTP_0001266500	XLOC_000344	TCONS_00000334.p1	Ss_chr1
SSTP_0001266500	XLOC_000344	TCONS_00003788.p1	Ss_chr1
SSTP_0001266600	XLOC_000344	TCONS_00000334.p1	Ss_chr1
SSTP_0001266600	XLOC_000344	TCONS_00003788.p1	Ss_chr1
SSTP_0001266700	XLOC_001994	TCONS_00002093.p1	Ss_chr1
SSTP_0001266700	XLOC_001994	TCONS_00004487.p1	Ss_chr1
SSTP_0001266800	XLOC_000345	TCONS_00000335.p1	Ss_chr1
SSTP_0001266900	XLOC_000346	TCONS_00000336.p1	Ss_chr1
SSTP_0001266900	XLOC_000346	TCONS_00003789.p1	Ss_chr1
SSTP_0001267000	XLOC_000346	TCONS_00000337.p1	Ss_chr1
SSTP_0001267000	XLOC_000346	TCONS_00003789.p1	Ss_chr1
SSTP_0001267100	XLOC_001995	TCONS_00002094.p1	Ss_chr1
SSTP_0001267200	XLOC_000347	TCONS_00000338.p1	Ss_chr1
SSTP_0001267300	XLOC_000348	TCONS_00000339.p1	Ss_chr1
SSTP_0001267400	XLOC_001996	TCONS_00002095.p1	Ss_chr1
SSTP_0001267500	XLOC_000349	TCONS_00000340.p1	Ss_chr1
SSTP_0001267600	XLOC_001997	TCONS_00002096.p1	Ss_chr1
SSTP_0001267700	XLOC_001998	TCONS_00002097.p1	Ss_chr1
SSTP_0001267800	XLOC_001999	TCONS_00002098.p1	Ss_chr1
SSTP_0001267800	XLOC_001999	TCONS_00004488.p1	Ss_chr1
SSTP_0001267900	XLOC_001999	TCONS_00002098.p1	Ss_chr1
SSTP_0001267900	XLOC_001999	TCONS_00004488.p1	Ss_chr1
SSTP_0001268000	XLOC_000350	TCONS_00000341.p1	Ss_chr1
SSTP_0001268100	XLOC_001999	TCONS_00002099.p1	Ss_chr1
SSTP_0001268100	XLOC_001999	TCONS_00004488.p1	Ss_chr1
SSTP_0001287900	XLOC_001999	TCONS_00002100.p1	Ss_chr1
SSTP_0001287900	XLOC_001999	TCONS_00004488.p1	Ss_chr1
SSTP_0001288000	XLOC_001999	TCONS_00002100.p1	Ss_chr1
SSTP_0001288000	XLOC_001999	TCONS_00004488.p1	Ss_chr1
SSTP_0001268300	XLOC_000351	TCONS_00000342.p1	Ss_chr1
SSTP_0001268400	XLOC_000352	TCONS_00000343.p1	Ss_chr1
SSTP_0001268500	XLOC_002000	TCONS_00002101.p1	Ss_chr1
SSTP_0001268500	XLOC_002000	TCONS_00004489.p1	Ss_chr1
SSTP_0001268600	XLOC_002000	TCONS_00002102.p1	Ss_chr1
SSTP_0001268600	XLOC_002000	TCONS_00004489.p1	Ss_chr1
SSTP_0001268700	XLOC_002001	TCONS_00002103.p1	Ss_chr1
SSTP_0001268800	XLOC_000353	TCONS_00000344.p1	Ss_chr1
SSTP_0001268850	XLOC_000354	TCONS_00003791.p1	Ss_chr1
SSTP_0001268900	XLOC_002002	TCONS_00002104.p1	Ss_chr1
SSTP_0001269000	XLOC_002003	TCONS_00002105.p1	Ss_chr1
SSTP_0001269100	XLOC_000355	TCONS_00000345.p1	Ss_chr1
SSTP_0001269200	XLOC_000356	TCONS_00000346.p1	Ss_chr1
SSTP_0001269300	XLOC_002005	TCONS_00002106.p1	Ss_chr1
SSTP_0001269400	XLOC_000357	TCONS_00000347.p1	Ss_chr1
SSTP_0001070900	XLOC_002007	TCONS_00002107.p1	Ss_chr1
SSTP_0001070900	XLOC_002007	TCONS_00004492.p1	Ss_chr1
SSTP_0001070800	XLOC_002008	TCONS_00002108.p1	Ss_chr1
SSTP_0001070700	XLOC_000360	TCONS_00000348.p1	Ss_chr1
SSTP_0001070700	XLOC_000360	TCONS_00003794.p1	Ss_chr1
SSTP_0001070600	XLOC_002009	TCONS_00002109.p1	Ss_chr1
SSTP_0001070600	XLOC_002009	TCONS_00004493.p1	Ss_chr1
SSTP_0001070500	XLOC_002009	TCONS_00002110.p1	Ss_chr1
SSTP_0001070500	XLOC_002009	TCONS_00004493.p1	Ss_chr1
SSTP_0001070400	XLOC_002010	TCONS_00002111.p1	Ss_chr1
SSTP_0001070300	XLOC_002011	TCONS_00002112.p1	Ss_chr1
SSTP_0001070300	XLOC_002011	TCONS_00004494.p1	Ss_chr1
SSTP_0001070200	XLOC_000361	TCONS_00000349.p1	Ss_chr1
SSTP_0001070200	XLOC_000361	TCONS_00003795.p1	Ss_chr1
SSTP_0001070100	XLOC_000361	TCONS_00000350.p1	Ss_chr1
SSTP_0001070100	XLOC_000361	TCONS_00003795.p1	Ss_chr1
SSTP_0001070000	XLOC_000362	TCONS_00000351.p1	Ss_chr1
SSTP_0001069900	XLOC_000363	TCONS_00000352.p1	Ss_chr1
SSTP_0001069800	XLOC_002012	TCONS_00002113.p1	Ss_chr1
SSTP_0001069700	XLOC_002013	TCONS_00002114.p1	Ss_chr1
SSTP_0001069600	XLOC_000364	TCONS_00000353.p1	Ss_chr1
SSTP_0001069600	XLOC_000364	TCONS_00003796.p1	Ss_chr1
SSTP_0001069500	XLOC_000365	TCONS_00000354.p1	Ss_chr1
SSTP_0001069500	XLOC_000365	TCONS_00003797.p1	Ss_chr1
SSTP_0001069400	XLOC_000365	TCONS_00000355.p1	Ss_chr1
SSTP_0001069400	XLOC_000365	TCONS_00003797.p1	Ss_chr1
SSTP_0001069300	XLOC_002014	TCONS_00002115.p1	Ss_chr1
SSTP_0001069200	XLOC_002015	TCONS_00002116.p1	Ss_chr1
SSTP_0001069100	XLOC_000366	TCONS_00000356.p1	Ss_chr1
SSTP_0001069000	XLOC_002016	TCONS_00002117.p1	Ss_chr1
SSTP_0001068900	XLOC_000367	TCONS_00000357.p1	Ss_chr1
SSTP_0001068900	XLOC_000367	TCONS_00003798.p1	Ss_chr1
SSTP_0001068800	XLOC_000367	TCONS_00000358.p1	Ss_chr1
SSTP_0001068800	XLOC_000367	TCONS_00003798.p1	Ss_chr1
SSTP_0001068700	XLOC_002017	TCONS_00002118.p1	Ss_chr1
SSTP_0001068600	XLOC_000368	TCONS_00000359.p1	Ss_chr1
SSTP_0001068600	XLOC_000368	TCONS_00003799.p1	Ss_chr1
SSTP_0001068500	XLOC_000368	TCONS_00000360.p1	Ss_chr1
SSTP_0001068500	XLOC_000368	TCONS_00003799.p1	Ss_chr1
SSTP_0001068400	XLOC_002018	TCONS_00002119.p1	Ss_chr1
SSTP_0001068400	XLOC_002018	TCONS_00004495.p1	Ss_chr1
SSTP_0001068300	XLOC_002019	TCONS_00002120.p1	Ss_chr1
SSTP_0001068200	XLOC_000369	TCONS_00000361.p1	Ss_chr1
SSTP_0001068100	XLOC_002020	TCONS_00002121.p1	Ss_chr1
SSTP_0001068000	XLOC_002021	TCONS_00002122.p1	Ss_chr1
SSTP_0001067900	XLOC_002022	TCONS_00002123.p1	Ss_chr1
SSTP_0001067800	XLOC_002023	TCONS_00002124.p1	Ss_chr1
SSTP_0001067700	XLOC_002024	TCONS_00002125.p1	Ss_chr1
SSTP_0001067600	XLOC_000370	TCONS_00000362.p1	Ss_chr1
SSTP_0001067500	XLOC_000371	TCONS_00000363.p1	Ss_chr1
SSTP_0001067400	XLOC_000372	TCONS_00000364.p1	Ss_chr1
SSTP_0001067300	XLOC_000373	TCONS_00000365.p1	Ss_chr1
SSTP_0001067300	XLOC_000373	TCONS_00003800.p1	Ss_chr1
SSTP_0001067200	XLOC_000374	TCONS_00000366.p1	Ss_chr1
SSTP_0001067100	XLOC_002025	TCONS_00002126.p1	Ss_chr1
SSTP_0001067000	XLOC_002026	TCONS_00002127.p1	Ss_chr1
SSTP_0001067000	XLOC_002026	TCONS_00004496.p1	Ss_chr1
SSTP_0001066900	XLOC_002027	TCONS_00002129.p1	Ss_chr1
SSTP_0001066800	XLOC_000375	TCONS_00000367.p1	Ss_chr1
SSTP_0001066700	XLOC_000376	TCONS_00000368.p1	Ss_chr1
SSTP_0001066600	XLOC_002028	TCONS_00002130.p1	Ss_chr1
SSTP_0001066500	XLOC_000378	TCONS_00000369.p1	Ss_chr1
SSTP_0001066400	XLOC_000379	TCONS_00000370.p1	Ss_chr1
SSTP_0001066300	XLOC_002029	TCONS_00002131.p1	Ss_chr1
SSTP_0001066200	XLOC_002030	TCONS_00002132.p1	Ss_chr1
SSTP_0001066100	XLOC_002031	TCONS_00002133.p1	Ss_chr1
SSTP_0001066000	XLOC_000380	TCONS_00000371.p1	Ss_chr1
SSTP_0001065900	XLOC_002032	TCONS_00002134.p1	Ss_chr1
SSTP_0001065800	XLOC_000381	TCONS_00000372.p1	Ss_chr1
SSTP_0001065700	XLOC_000382	TCONS_00000373.p1	Ss_chr1
SSTP_0001065700	XLOC_000382	TCONS_00003802.p1	Ss_chr1
SSTP_0001065600	XLOC_000383	TCONS_00000374.p1	Ss_chr1
SSTP_0001065600	XLOC_000383	TCONS_00003803.p1	Ss_chr1
SSTP_0001065500	XLOC_002033	TCONS_00002135.p1	Ss_chr1
SSTP_0001065400	XLOC_002034	TCONS_00002136.p1	Ss_chr1
SSTP_0001065400	XLOC_002034	TCONS_00004497.p1	Ss_chr1
SSTP_0001065300	XLOC_002034	TCONS_00002137.p1	Ss_chr1
SSTP_0001065300	XLOC_002034	TCONS_00004497.p1	Ss_chr1
SSTP_0001065200	XLOC_002034	TCONS_00002137.p1	Ss_chr1
SSTP_0001065200	XLOC_002034	TCONS_00004497.p1	Ss_chr1
SSTP_0001065100	XLOC_002034	TCONS_00002138.p1	Ss_chr1
SSTP_0001065100	XLOC_002034	TCONS_00004497.p1	Ss_chr1
SSTP_0001065000	XLOC_002034	TCONS_00002138.p1	Ss_chr1
SSTP_0001065000	XLOC_002034	TCONS_00004497.p1	Ss_chr1
SSTP_0001288500	XLOC_002034	TCONS_00004497.p1	Ss_chr1
SSTP_0001064900	XLOC_002035	TCONS_00002139.p1	Ss_chr1
SSTP_0001064800	XLOC_002036	TCONS_00002140.p1	Ss_chr1
SSTP_0001064800	XLOC_002036	TCONS_00004498.p1	Ss_chr1
SSTP_0001064700	XLOC_002037	TCONS_00002141.p1	Ss_chr1
SSTP_0001064600	XLOC_002038	TCONS_00002142.p1	Ss_chr1
SSTP_0001064500	XLOC_000385	TCONS_00003804.p1	Ss_chr1
SSTP_0001064400	XLOC_002039	TCONS_00002143.p1	Ss_chr1
SSTP_0001064300	XLOC_000388	TCONS_00000377.p1	Ss_chr1
SSTP_0001064300	XLOC_000388	TCONS_00003806.p1	Ss_chr1
SSTP_0001064200	XLOC_000389	TCONS_00000378.p1	Ss_chr1
SSTP_0001064200	XLOC_000389	TCONS_00003807.p1	Ss_chr1
SSTP_0001064100	XLOC_000390	TCONS_00000379.p1	Ss_chr1
SSTP_0001064000	XLOC_002040	TCONS_00002144.p1	Ss_chr1
SSTP_0001063900	XLOC_000391	TCONS_00003808.p1	Ss_chr1
SSTP_0001063800	XLOC_002041	TCONS_00002145.p1	Ss_chr1
SSTP_0001063800	XLOC_002041	TCONS_00004499.p1	Ss_chr1
SSTP_0001063700	XLOC_002042	TCONS_00002146.p1	Ss_chr1
SSTP_0001063700	XLOC_002042	TCONS_00004500.p1	Ss_chr1
SSTP_0001063600	XLOC_002042	TCONS_00002147.p1	Ss_chr1
SSTP_0001063600	XLOC_002042	TCONS_00004500.p1	Ss_chr1
SSTP_0001063500	XLOC_002043	TCONS_00002148.p1	Ss_chr1
SSTP_0001063400	XLOC_002044	TCONS_00002149.p1	Ss_chr1
SSTP_0001063300	XLOC_000392	TCONS_00003809.p1	Ss_chr1
SSTP_0001063200	XLOC_002045	TCONS_00002150.p1	Ss_chr1
SSTP_0001063100	XLOC_002046	TCONS_00002151.p1	Ss_chr1
SSTP_0001063100	XLOC_002046	TCONS_00004501.p1	Ss_chr1
SSTP_0001063000	XLOC_002046	TCONS_00002152.p1	Ss_chr1
SSTP_0001063000	XLOC_002046	TCONS_00004501.p1	Ss_chr1
SSTP_0001062900	XLOC_000393	TCONS_00000381.p1	Ss_chr1
SSTP_0001062900	XLOC_000393	TCONS_00003810.p1	Ss_chr1
SSTP_0001062800	XLOC_002047	TCONS_00002153.p1	Ss_chr1
SSTP_0001062700	XLOC_000394	TCONS_00000382.p1	Ss_chr1
SSTP_0001062600	XLOC_002048	TCONS_00002154.p1	Ss_chr1
SSTP_0001062500	XLOC_000395	TCONS_00000383.p1	Ss_chr1
SSTP_0001062400	XLOC_000396	TCONS_00000384.p1	Ss_chr1
SSTP_0001062300	XLOC_000397	TCONS_00000385.p1	Ss_chr1
SSTP_0001062200	XLOC_002049	TCONS_00002155.p1	Ss_chr1
SSTP_0001062100	XLOC_000398	TCONS_00000386.p1	Ss_chr1
SSTP_0001062000	XLOC_002050	TCONS_00002156.p1	Ss_chr1
SSTP_0001062000	XLOC_002050	TCONS_00004502.p1	Ss_chr1
SSTP_0001061900	XLOC_002050	TCONS_00002157.p1	Ss_chr1
SSTP_0001061900	XLOC_002050	TCONS_00004502.p1	Ss_chr1
SSTP_0001061800	XLOC_000399	TCONS_00000387.p1	Ss_chr1
SSTP_0001077300	XLOC_000401	TCONS_00000388.p1	Ss_chr1
SSTP_0001077400	XLOC_000402	TCONS_00000389.p1	Ss_chr1
SSTP_0001077500	XLOC_000403	TCONS_00000390.p1	Ss_chr1
SSTP_0001077600	XLOC_002051	TCONS_00002158.p1	Ss_chr1
SSTP_0001077600	XLOC_002051	TCONS_00004503.p1	Ss_chr1
SSTP_0001077700	XLOC_002051	TCONS_00002159.p1	Ss_chr1
SSTP_0001077700	XLOC_002051	TCONS_00004503.p1	Ss_chr1
SSTP_0001077800	XLOC_000404	TCONS_00000391.p1	Ss_chr1
SSTP_0001077900	XLOC_000404	TCONS_00000391.p1	Ss_chr1
SSTP_0001077900	XLOC_000404	TCONS_00003813.p1	Ss_chr1
SSTP_0001078000	XLOC_000404	TCONS_00000392.p1	Ss_chr1
SSTP_0001078000	XLOC_000404	TCONS_00003813.p1	Ss_chr1
SSTP_0001078100	XLOC_000405	TCONS_00000393.p1	Ss_chr1
SSTP_0001078200	XLOC_000406	TCONS_00000394.p1	Ss_chr1
SSTP_0001078200	XLOC_000406	TCONS_00003814.p1	Ss_chr1
SSTP_0001078300	XLOC_002052	TCONS_00002160.p1	Ss_chr1
SSTP_0001078400	XLOC_000407	TCONS_00003815.p1	Ss_chr1
SSTP_0001078500	XLOC_002053	TCONS_00002161.p1	Ss_chr1
SSTP_0001078600	XLOC_002054	TCONS_00002162.p1	Ss_chr1
SSTP_0001078700	XLOC_002055	TCONS_00004504.p1	Ss_chr1
SSTP_0001078800	XLOC_000408	TCONS_00000396.p1	Ss_chr1
SSTP_0001078900	XLOC_000409	TCONS_00000397.p1	Ss_chr1
SSTP_0001079000	XLOC_002056	TCONS_00002163.p1	Ss_chr1
SSTP_0001079100	XLOC_000410	TCONS_00000398.p1	Ss_chr1
SSTP_0001079100	XLOC_000410	TCONS_00003816.p1	Ss_chr1
SSTP_0001079200	XLOC_000411	TCONS_00000399.p1	Ss_chr1
SSTP_0001079300	XLOC_002057	TCONS_00002164.p1	Ss_chr1
SSTP_0001079400	XLOC_000412	TCONS_00000400.p1	Ss_chr1
SSTP_0001079500	XLOC_002058	TCONS_00002165.p1	Ss_chr1
SSTP_0001079500	XLOC_002058	TCONS_00004505.p1	Ss_chr1
SSTP_0001079600	XLOC_000413	TCONS_00000401.p1	Ss_chr1
SSTP_0001079600	XLOC_000413	TCONS_00003817.p1	Ss_chr1
SSTP_0001079700	XLOC_000414	TCONS_00000402.p1	Ss_chr1
SSTP_0001079700	XLOC_000414	TCONS_00003818.p1	Ss_chr1
SSTP_0001079800	XLOC_002059	TCONS_00002166.p1	Ss_chr1
SSTP_0001079800	XLOC_002059	TCONS_00004506.p1	Ss_chr1
SSTP_0001079900	XLOC_002059	TCONS_00002167.p1	Ss_chr1
SSTP_0001079900	XLOC_002059	TCONS_00004506.p1	Ss_chr1
SSTP_0001080000	XLOC_002059	TCONS_00002168.p1	Ss_chr1
SSTP_0001080000	XLOC_002059	TCONS_00004506.p1	Ss_chr1
SSTP_0001080100	XLOC_000415	TCONS_00000403.p1	Ss_chr1
SSTP_0001080200	XLOC_002059	TCONS_00002169.p1	Ss_chr1
SSTP_0001080200	XLOC_002059	TCONS_00004506.p1	Ss_chr1
SSTP_0001080300	XLOC_002060	TCONS_00002170.p1	Ss_chr1
SSTP_0001080400	XLOC_002061	TCONS_00002171.p1	Ss_chr1
SSTP_0001080500	XLOC_000416	TCONS_00000404.p1	Ss_chr1
SSTP_0001080500	XLOC_000416	TCONS_00003819.p1	Ss_chr1
SSTP_0001080600	XLOC_000416	TCONS_00000405.p1	Ss_chr1
SSTP_0001080600	XLOC_000416	TCONS_00003819.p1	Ss_chr1
SSTP_0001080700	XLOC_000417	TCONS_00000406.p1	Ss_chr1
SSTP_0001080800	XLOC_000418	TCONS_00000407.p1	Ss_chr1
SSTP_0001080900	XLOC_002062	TCONS_00002172.p1	Ss_chr1
SSTP_0001081000	XLOC_000419	TCONS_00000408.p1	Ss_chr1
SSTP_0001081100	XLOC_000420	TCONS_00000409.p1	Ss_chr1
SSTP_0001081200	XLOC_002063	TCONS_00002173.p1	Ss_chr1
SSTP_0001081300	XLOC_000421	TCONS_00000410.p1	Ss_chr1
SSTP_0001081400	XLOC_002064	TCONS_00002174.p1	Ss_chr1
SSTP_0001081400	XLOC_002064	TCONS_00004507.p1	Ss_chr1
SSTP_0000304200	XLOC_000424	TCONS_00000411.p1	Ss_chr1
SSTP_0000304300	XLOC_002066	TCONS_00002175.p1	Ss_chr1
SSTP_0000304400	XLOC_000425	TCONS_00000412.p1	Ss_chr1
SSTP_0000304500	XLOC_002067	TCONS_00002176.p1	Ss_chr1
SSTP_0000304600	XLOC_002068	TCONS_00002177.p1	Ss_chr1
SSTP_0000304700	XLOC_002069	TCONS_00002178.p1	Ss_chr1
SSTP_0000304800	XLOC_000426	TCONS_00000413.p1	Ss_chr1
SSTP_0000304900	XLOC_002070	TCONS_00002179.p1	Ss_chr1
SSTP_0000304900	XLOC_002070	TCONS_00004509.p1	Ss_chr1
SSTP_0000305000	XLOC_002071	TCONS_00002180.p1	Ss_chr1
SSTP_0000305100	XLOC_000427	TCONS_00000414.p1	Ss_chr1
SSTP_0000305100	XLOC_000427	TCONS_00000415.p1	Ss_chr1
SSTP_0000305100	XLOC_000427	TCONS_00003822.p1	Ss_chr1
SSTP_0000305200	XLOC_002072	TCONS_00002181.p1	Ss_chr1
SSTP_0000305200	XLOC_002072	TCONS_00004510.p1	Ss_chr1
SSTP_0000305300	XLOC_002073	TCONS_00002182.p1	Ss_chr1
SSTP_0000305400	XLOC_002074	TCONS_00002183.p1	Ss_chr1
SSTP_0000305500	XLOC_002075	TCONS_00002184.p1	Ss_chr1
SSTP_0000305500	XLOC_002075	TCONS_00004511.p1	Ss_chr1
SSTP_0000305600	XLOC_000428	TCONS_00000416.p1	Ss_chr1
SSTP_0000305700	XLOC_000429	TCONS_00000417.p1	Ss_chr1
SSTP_0000305700	XLOC_000429	TCONS_00003823.p1	Ss_chr1
SSTP_0000305800	XLOC_000430	TCONS_00000418.p1	Ss_chr1
SSTP_0000305800	XLOC_000430	TCONS_00003824.p1	Ss_chr1
SSTP_0000305900	XLOC_000430	TCONS_00000419.p1	Ss_chr1
SSTP_0000305900	XLOC_000430	TCONS_00003824.p1	Ss_chr1
SSTP_0000306000	XLOC_002076	TCONS_00002185.p1	Ss_chr1
SSTP_0000306000	XLOC_002076	TCONS_00004512.p1	Ss_chr1
SSTP_0000306100	XLOC_002076	TCONS_00002186.p1	Ss_chr1
SSTP_0000306100	XLOC_002076	TCONS_00004512.p1	Ss_chr1
SSTP_0000306200	XLOC_000431	TCONS_00000420.p1	Ss_chr1
SSTP_0000306300	XLOC_002077	TCONS_00002187.p1	Ss_chr1
SSTP_0000306400	XLOC_000432	TCONS_00000421.p1	Ss_chr1
SSTP_0000306400	XLOC_000432	TCONS_00003825.p1	Ss_chr1
SSTP_0000306500	XLOC_000433	TCONS_00000422.p1	Ss_chr1
SSTP_0000306500	XLOC_000433	TCONS_00003826.p1	Ss_chr1
SSTP_0000306600	XLOC_002078	TCONS_00002188.p1	Ss_chr1
SSTP_0000306600	XLOC_002078	TCONS_00004513.p1	Ss_chr1
SSTP_0000306700	XLOC_002078	TCONS_00002189.p1	Ss_chr1
